KEY,AggLoadID,AggTotalRev,AggLdCost,AggLdMiles,AggOrgZip,AggDstZip,MARGIN_RANK,MustTakeFlag
UNITED SUGAR_55317_46268,46482235,1582,1054,596,55317,46268,1,
PRIDE DAIRY BOTTINEAU_98001_58318,46478077,2700,1976,1260,98001,58318,1,
PRIDE DAIRY BOTTINEAU_98168_58318,46471960,2700,1988,1257,98168,58318,1,
MAGNUM LTL FARGO_55433_58701,46481308,865,775,494,55433,58701,1,
MAGNUM LTL FARGO_64870_58504,46480447,2300,1443,924,64870,58504,1,
VENTURA FOODS LLC-ALBERT LEA_56007_35217,46475489,3104,1617,944,56007,35217,1,
VENTURA FOODS LLC-ALBERT LEA_56007_58103,46475706,1101,535,331,56007,58103,1,
VENTURA FOODS LLC ST JOSEPH_64504_55060,46461775,1012,657,362,64504,55060,1,
VENTURA FOODS LLC ST JOSEPH_64504_55060,46476264,1012,657,362,64504,55060,2,
STRUCTURAL MATERIALS INC_60140_58102,46475812,1570,1070,659,60140,58102,1,
^WERNER LOGISTICS_28025_55057,46474300,1906,1973,1166,28025,55057,1,
LAND O LAKES PURINA ANIMAL NUTRITION_54451_18951,46481128,3585,1885,1067,54451,18951,1,
^TRAFFIC TECH INC_53177_55057,46480361,900,606,359,53177,55057,1,
3 M COMPANY (3MCP01)_55350_60115,46468937,1021,684,429,55350,60115,1,
CHEMSOL LLC_60638_80019,46477276,3000,1622,1024,60638,80019,1,
LOG HOUSE FOODS_55447_83716,46475524,3585,2241,1428,55447,83716,1,
DACOTAH PAPER CO_51640_58102,46475696,1865,749,473,51640,58102,1,
L:8THFEN_58102_44102,L46475957,2055,1799,993,58102,44102,1,
L:8THFEN_58102_44102,L46477679,2055,1799,993,58102,44102,2,
L:8THFEN_58102_44102,L46477680,2055,1799,993,58102,44102,3,
L:8THFEN_58102_44102,L46475921,2055,1799,993,58102,44102,4,
L:8THFEN_58102_97070,L46477010,3847,2483,1510,58102,97070,1,
L:ACKFRA_56721_47102,L46480323,2350,1696,986,56721,47102,1,
L:ACKFRA_56721_47102,L46480325,2350,1696,986,56721,47102,2,
L:ACKFRA_56722_47102,L46473257,2085,1695,985,56722,47102,1,
L:ACKFRA_58012_47102,L46475667,2185,1599,926,58012,47102,1,
L:ACKFRA_58012_47102,L46475668,2185,1599,926,58012,47102,2,
L:ACKFRA_58012_47102,L46475670,2185,1599,926,58012,47102,3,
L:ACKFRA_58012_47102,L46475672,2185,1599,926,58012,47102,4,
L:ACKFRA_58012_47102,L46476324,2185,1599,926,58012,47102,5,
